ship_date,bill_to_id,ship_to_id,sales_order_id,line_id,ship_branch,price_branch,quantity,price,cogs,invoice_number,SalesAmt,COGSAmt,ship_via,customer_size,status_code,ProductSegment,ProductSubSegment,ProductDescription,PriceLineDescription,BuyLineDescription,ProductInitiative,sales_source,SALES_SRC_NAME,REMOTE_SRC_NAME
30-01-2023,72840,72840,S001806557,2,LTRI,NULL,2,307.207,231.53,1,-614.414,-463.06,OT OUR-TRUCK,NULL,I,EQUIPMENT,DUCTLESS,B65-233 CTX07AXVJU MINI-SPLIT HEAT PUMP MULTI-ZONE INDOOR WALL MOUNTED DAIKIN 7K BTUH 208/230V R410A,DAIKIN MINI SPLITS,GOODMAN MANUFACTURING,RESIDENTIAL,Branch Sales,Customer Support,Local Branch
